timestamp,x_px,y_px,z_mm,point_id,sequence_id
1748586617.6059246,414,327,537.0,P1,6
1748586617.6146271,415,324,535.0,P1,6
1748586617.6621509,415,319,529.0,P1,6
1748586617.6957364,415,314,531.0,P1,6
1748586617.7270644,416,307,526.0,P1,6
1748586617.758719,417,299,528.0,P1,6
1748586617.7945745,419,290,531.0,P1,6
1748586617.8544931,424,268,495.0,P1,6
1748586617.918747,428,243,613.0,P1,6
1748586617.966403,429,228,627.0,P1,6
1748586617.9822354,432,210,644.0,P1,6
1748586618.019722,434,192,671.0,P1,6
1748586618.0623057,437,170,694.0,P1,6
1748586618.0942698,440,146,801.0,P1,6
1748586618.1144962,442,122,777.0,P1,6
1748586618.1618104,445,93,728.0,P1,6
1748586618.1935377,448,62,727.0,P1,6
1748586620.3304842,498,126,1032.0,P1,7
1748586620.395527,483,181,690.0,P1,7
1748586620.426641,474,201,436.0,P1,7
1748586620.4585307,467,219,446.0,P1,7
1748586620.4902277,460,234,456.0,P1,7
1748586620.5215578,454,249,465.0,P1,7
1748586620.5554934,447,262,474.0,P1,7
1748586620.5851736,443,273,484.0,P1,7
1748586620.632489,436,284,491.0,P1,7
1748586620.6649623,431,292,498.0,P1,7
1748586620.684065,428,300,504.0,P1,7
1748586620.7314162,424,305,508.0,P1,7
1748586620.7649522,422,309,512.0,P1,7
1748586620.796656,420,314,515.0,P1,7
1748586620.8284953,419,316,521.0,P1,7
1748586620.8606243,418,319,524.0,P1,7
1748586620.8921247,417,320,529.0,P1,7
1748586620.932996,417,322,533.0,P1,7
1748586620.9554956,417,323,536.0,P1,7
1748586621.0001273,417,325,540.0,P1,7
1748586621.0327392,416,325,538.0,P1,7
1748586621.0627232,416,327,540.0,P1,7
1748586621.083045,415,328,541.0,P1,7
1748586621.1195302,414,329,542.0,P1,7
1748586621.1623447,413,329,541.0,P1,7
1748586621.1995618,413,329,542.0,P1,7
1748586621.2317567,413,329,543.0,P1,7
1748586621.2634528,413,329,543.0,P1,7
1748586621.2951868,413,329,543.0,P1,7
1748586621.326607,413,330,543.0,P1,7
1748586621.3583734,412,330,542.0,P1,7
1748586621.3995025,413,331,542.0,P1,7
1748586621.4315886,411,330,541.0,P1,7
1748586621.465215,412,331,543.0,P1,7
1748586621.4948711,412,331,542.0,P1,7
1748586621.526327,411,330,542.0,P1,7
1748586621.5678315,413,330,543.0,P1,7
1748586621.5972419,412,330,543.0,P1,7
1748586621.6208344,411,329,543.0,P1,7
1748586621.6681273,411,330,542.0,P1,7
1748586621.6901832,412,330,544.0,P1,7
1748586621.7218091,412,330,543.0,P1,7
1748586621.7573206,412,330,544.0,P1,7
1748586621.7906272,412,330,543.0,P1,7
1748586621.8178473,413,330,544.0,P1,7
1748586621.8657296,413,330,543.0,P1,7
1748586621.8979363,413,329,543.0,P1,7
1748586621.929694,413,329,543.0,P1,7
1748586621.9617786,413,329,542.0,P1,7
1748586621.9935508,413,329,542.0,P1,7
1748586622.0267062,412,329,539.0,P1,7
1748586622.058336,414,328,539.0,P1,7
1748586622.090157,415,325,538.0,P1,7
1748586622.1342704,416,321,536.0,P1,7
1748586622.1535478,417,314,532.0,P1,7
1748586622.1852462,418,306,535.0,P1,7
1748586622.2685437,421,285,576.0,P1,7
1748586622.2990859,422,270,589.0,P1,7
1748586622.3307421,424,253,600.0,P1,7
1748586622.3622906,427,234,617.0,P1,7
1748586622.396634,431,213,646.0,P1,7
1748586622.4282992,433,191,666.0,P1,7
1748586622.4597354,436,165,698.0,P1,7
1748586622.4997208,440,142,821.0,P1,7
1748586622.5238438,444,117,772.0,P1,7
1748586622.5635846,447,91,725.0,P1,7
1748586622.5872893,450,62,723.0,P1,7
1748586624.5708005,489,120,756.0,P1,8
1748586624.6355195,477,166,736.0,P1,8
1748586624.652843,470,188,421.0,P1,8
1748586624.700503,466,209,436.0,P1,8
1748586624.7364826,461,227,447.0,P1,8
1748586624.756281,456,244,457.0,P1,8
1748586624.8019423,453,259,468.0,P1,8
1748586624.833711,450,272,478.0,P1,8
1748586624.8654487,445,284,488.0,P1,8
1748586624.8971162,439,295,496.0,P1,8
1748586624.9329252,434,304,502.0,P1,8
1748586624.960824,429,311,515.0,P1,8
1748586624.9924188,425,317,519.0,P1,8
1748586625.0245953,422,321,524.0,P1,8
1748586625.0714421,419,325,530.0,P1,8
1748586625.0998073,417,328,536.0,P1,8
1748586625.1234698,416,330,538.0,P1,8
1748586625.1695929,413,331,538.0,P1,8
1748586625.1890314,412,333,539.0,P1,8
1748586625.237882,411,333,540.0,P1,8
1748586625.265696,410,333,539.0,P1,8
1748586625.3016984,410,333,539.0,P1,8
1748586625.3300228,410,332,541.0,P1,8
1748586625.3607967,411,332,542.0,P1,8
1748586625.3935845,411,331,541.0,P1,8
1748586625.425343,411,331,542.0,P1,8
1748586625.4568717,411,330,541.0,P1,8
1748586625.488759,411,331,541.0,P1,8
1748586625.5365171,411,331,542.0,P1,8
1748586625.568455,412,330,541.0,P1,8
1748586625.6043007,411,330,541.0,P1,8
1748586625.6336246,412,330,541.0,P1,8
1748586625.6631699,411,330,541.0,P1,8
1748586625.6961339,412,330,541.0,P1,8
1748586625.7359903,411,330,542.0,P1,8
1748586625.767502,411,330,542.0,P1,8
1748586625.7915955,411,330,541.0,P1,8
1748586625.8248076,411,330,543.0,P1,8
1748586625.8565447,411,330,542.0,P1,8
1748586625.9039898,411,330,542.0,P1,8
1748586625.9242618,411,330,542.0,P1,8
1748586625.9677064,412,331,537.0,P1,8
1748586625.999807,413,331,536.0,P1,8
1748586626.0376372,415,330,536.0,P1,8
1748586626.0703413,415,327,531.0,P1,8
1748586626.1000197,414,320,529.0,P1,8
1748586626.127548,414,313,533.0,P1,8
1748586626.1690233,414,305,541.0,P1,8
1748586626.1907165,415,295,548.0,P1,8
1748586626.2268443,416,284,576.0,P1,8
1748586626.2584765,418,271,584.0,P1,8
1748586626.3018453,420,257,596.0,P1,8
1748586626.3333554,424,241,616.0,P1,8
1748586626.364756,425,225,630.0,P1,8
1748586626.3983665,426,206,650.0,P1,8
1748586626.4301593,429,189,672.0,P1,8
1748586626.46174,432,166,704.0,P1,8
1748586626.5252874,435,125,792.0,P1,8
1748586626.5572894,437,102,759.0,P1,8
1748586626.589165,440,78,727.0,P1,8
1748586626.6235163,438,45,725.0,P1,8
1748586628.3082294,509,81,734.0,P1,9
1748586628.3258486,502,125,1025.0,P1,9
1748586628.3915062,484,185,686.0,P1,9
1748586628.4262986,475,209,451.0,P1,9
1748586628.457876,467,228,461.0,P1,9
1748586628.4913008,461,243,473.0,P1,9
1748586628.5263598,456,257,483.0,P1,9
1748586628.5584912,451,268,488.0,P1,9
1748586628.6007543,446,278,498.0,P1,9
1748586628.6365948,442,287,507.0,P1,9
1748586628.6678631,438,295,513.0,P1,9
1748586628.6913226,434,301,521.0,P1,9
1748586628.7398794,430,307,522.0,P1,9
1748586628.757407,427,313,526.0,P1,9
1748586628.8046522,424,315,529.0,P1,9
1748586628.8364785,422,319,537.0,P1,9
1748586628.8535821,418,322,537.0,P1,9
1748586628.9047723,416,325,538.0,P1,9
1748586628.9331017,413,328,541.0,P1,9
1748586628.9700754,411,330,541.0,P1,9
1748586628.9957736,412,330,541.0,P1,9
1748586629.027856,412,330,541.0,P1,9
1748586629.0608857,412,330,541.0,P1,9
1748586629.0923903,412,331,542.0,P1,9
1748586629.134596,412,331,542.0,P1,9
1748586629.1712086,412,331,540.0,P1,9
1748586629.2030697,412,331,542.0,P1,9
1748586629.2346172,412,330,541.0,P1,9
1748586629.2586856,412,331,541.0,P1,9
1748586629.3031301,412,331,542.0,P1,9
1748586629.3346562,411,330,541.0,P1,9
1748586629.37214,412,331,542.0,P1,9
1748586629.3974311,411,330,540.0,P1,9
1748586629.43174,411,330,541.0,P1,9
1748586629.4630601,412,330,541.0,P1,9
1748586629.4944553,411,330,541.0,P1,9
1748586629.534444,411,330,542.0,P1,9
1748586629.5734417,411,330,541.0,P1,9
1748586629.6049635,411,330,543.0,P1,9
1748586629.6377568,411,330,541.0,P1,9
1748586629.6698763,411,330,541.0,P1,9
1748586629.7016246,411,329,540.0,P1,9
1748586629.736643,411,330,542.0,P1,9
1748586629.7667227,411,329,542.0,P1,9
1748586629.8014843,411,329,541.0,P1,9
1748586629.8304064,411,330,540.0,P1,9
1748586629.8632274,411,329,541.0,P1,9
1748586629.9040537,411,330,540.0,P1,9
1748586629.9349337,410,329,540.0,P1,9
1748586629.9583137,408,328,540.0,P1,9
1748586629.996053,409,326,538.0,P1,9
1748586630.0391579,409,323,539.0,P1,9
1748586630.073394,409,319,540.0,P1,9
1748586630.1015575,408,312,535.0,P1,9
1748586630.1269336,407,305,537.0,P1,9
1748586630.1684058,407,297,547.0,P1,9
1748586630.2002194,408,286,539.0,P1,9
1748586630.233755,408,275,578.0,P1,9
1748586630.2635856,409,263,584.0,P1,9
1748586630.3296556,412,237,617.0,P1,9
1748586630.3689895,413,223,630.0,P1,9
1748586630.4066148,413,207,649.0,P1,9
1748586630.427739,413,189,662.0,P1,9
1748586630.4595592,416,169,686.0,P1,9
1748586630.5076628,417,150,710.0,P1,9
1748586630.539364,418,128,813.0,P1,9
1748586630.5712059,422,105,774.0,P1,9
1748586630.602879,426,74,729.0,P1,9
1748586632.6799307,512,115,982.0,P1,10
1748586632.6966515,505,148,995.0,P1,10
1748586632.738209,498,177,708.0,P1,10
1748586632.773856,488,204,430.0,P1,10
1748586632.8038023,480,224,443.0,P1,10
1748586632.8302329,473,244,456.0,P1,10
1748586632.8727813,467,261,465.0,P1,10
1748586632.9053564,460,275,473.0,P1,10
1748586632.9408665,456,287,483.0,P1,10
1748586632.972402,450,297,492.0,P1,10
1748586633.0039716,445,305,497.0,P1,10
1748586633.040938,440,310,505.0,P1,10
1748586633.0755863,435,315,510.0,P1,10
1748586633.1005054,431,320,517.0,P1,10
1748586633.1322045,428,324,521.0,P1,10
1748586633.1638758,425,326,524.0,P1,10
1748586633.209207,422,329,529.0,P1,10
1748586633.2382183,418,331,535.0,P1,10
1748586633.2727263,415,331,535.0,P1,10
1748586633.3044264,413,332,536.0,P1,10
1748586633.3363233,412,333,539.0,P1,10
1748586633.3704076,411,333,539.0,P1,10
1748586633.4018347,411,334,538.0,P1,10
1748586633.4349766,411,334,539.0,P1,10
1748586633.4666154,411,333,538.0,P1,10
1748586633.498323,410,332,541.0,P1,10
1748586633.5311143,410,332,541.0,P1,10
1748586633.5773695,411,332,541.0,P1,10
1748586633.6086872,411,332,540.0,P1,10
1748586633.6404762,411,331,540.0,P1,10
1748586633.6712391,411,330,541.0,P1,10
