timestamp,x_px,y_px,z_mm,point_id,sequence_id
1751004659.3346763,424,365,529,P1,11
1751004659.3663976,425,365,530,P1,11
1751004659.4052699,425,365,528,P1,11
1751004659.4368877,424,365,528,P1,11
1751004659.477967,424,365,527,P1,11
1751004659.505114,427,361,525,P1,11
1751004659.5253687,430,353,522,P1,11
1751004659.637352,445,310,577,P1,11
1751004659.7054808,454,268,614,P1,11
1751004659.7347834,460,242,646,P1,11
1751004659.766524,466,215,679,P1,11
1751004659.805654,471,180,785,P1,11
1751004659.8457334,476,145,742,P1,11
1751004659.861827,483,109,715,P1,11
1751004660.7426136,541,42,677,P1,12
1751004660.7732587,503,115,724,P1,12
1751004660.840678,492,233,665,P1,12
1751004660.8730545,477,269,468,P1,12
1751004660.906559,471,297,479,P1,12
1751004660.9401972,460,319,490,P1,12
1751004660.9738395,450,332,498,P1,12
1751004661.0067494,445,341,507,P1,12
1751004661.0402772,441,348,515,P1,12
1751004661.0739872,437,350,522,P1,12
1751004661.1073194,434,355,525,P1,12
1751004661.140294,430,359,529,P1,12
1751004661.1747618,427,363,528,P1,12
1751004661.207094,426,365,530,P1,12
1751004661.2403777,425,367,530,P1,12
1751004661.2737951,425,366,531,P1,12
1751004661.3074126,425,366,531,P1,12
1751004661.3409975,425,366,531,P1,12
1751004661.3742034,425,366,532,P1,12
1751004661.4073741,424,366,531,P1,12
1751004661,425,366,531,P1,12
1751004661.4740095,425,366,531,P1,12
1751004662,424,366,532,P1,12
1751004661.540288,424,366,531,P1,12
1751004661.5753253,424,366,531,P1,12
1751004661.6096034,425,366,530,P1,12
1751004661.6406565,425,365,531,P1,12
1751004661.671984,429,362,527,P1,12
1751004661.7172358,432,358,526,P1,12
1751004661.7372873,434,350,516,P1,12
1751004661.773046,438,339,517,P1,12
1751004661.807555,443,325,495,P1,12
1751004661.8319442,448,310,489,P1,12
1751004661.8639188,451,295,482,P1,12
1751004661.907413,454,279,477,P1,12
1751004661.9408274,457,263,475,P1,12
1751004662.0074286,461,223,660,P1,12
1751004662.0388749,466,200,703,P1,12
1751004662.0715258,474,174,783,P1,12
1751004662.1072726,479,146,747,P1,12
1751004662.137731,487,113,734,P1,12
1751004662.1764128,498,79,715,P1,12
1751004663.211242,534,113,724,P1,13
1751004663.2419903,512,168,773,P1,13
1751004663.276138,504,214,682,P1,13
1751004663.3093824,492,246,646,P1,13
1751004663.3403273,482,275,461,P1,13
1751004663.3627896,471,296,472,P1,13
1751004663.4088151,462,314,482,P1,13
1751004663.4428236,454,328,492,P1,13
1751004663,447,340,500,P1,13
1751004663.509584,442,347,507,P1,13
1751004663.5429864,437,350,516,P1,13
1751004663.576744,432,355,526,P1,13
1751004663.6101139,430,356,530,P1,13
1751004663.6430635,426,359,531,P1,13
1751004663.6650205,423,361,532,P1,13
1751004663.710097,423,363,531,P1,13
1751004663.7433853,423,363,531,P1,13
1751004663.7765822,423,364,532,P1,13
1751004663.8095324,423,363,532,P1,13
1751004663.8434107,423,364,532,P1,13
1751004663.861251,423,364,533,P1,13
1751004663.9114728,423,363,530,P1,13
1751004663.9432578,423,364,533,P1,13
1751004663.9758403,423,364,534,P1,13
1751004664.009442,423,363,533,P1,13
1751004664.0392087,423,364,531,P1,13
1751004664.0750425,423,364,532,P1,13
1751004664.1097097,422,363,533,P1,13
1751004664.1508753,422,363,533,P1,13
1751004664.1703026,422,363,535,P1,13
1751004664.2097144,421,362,534,P1,13
1751004664.244396,422,359,531,P1,13
1751004664.267523,424,353,524,P1,13
1751004664.3096058,429,344,516,P1,13
1751004664.3464265,435,333,506,P1,13
1751004664.410909,445,301,485,P1,13
1751004664.4295092,450,282,475,P1,13
1751004664.474719,455,262,618,P1,13
1751004664.5101779,459,237,648,P1,13
1751004664.5380723,467,215,678,P1,13
1751004664.5699356,471,187,747,P1,13
1751004664.6016057,478,158,770,P1,13
1751004664.6492286,485,126,751,P1,13
1751004664.6814818,494,91,728,P1,13
1751004664.7107012,502,55,706,P1,13
1751004665.7788565,546,99,721,P1,14
1751004665.7954555,514,154,754,P1,14
1751004665.8418853,488,200,441,P1,14
1751004665.8694267,482,244,450,P1,14
1751004665.8955789,477,286,459,P1,14
1751004665.9429266,466,310,471,P1,14
1751004665.9623055,458,326,482,P1,14
